TicketID,DateID,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type
5e06c7d6-39e0-4ddc-adb2,100,2:06:30 PM,Station,Contactless,None,Standard,Off-Peak
04b1f9a8-ff9a-46bc-921c,103,12:21:14 PM,Station,Contactless,None,Standard,Off-Peak
c9f31fca-1417-4b16-8d96,104,11:54:58 AM,Station,Contactless,None,Standard,Off-Peak
227c764b-743a-4ee4-857d,104,12:13:21 PM,Station,Contactless,None,Standard,Off-Peak
8f8b3f74-25ea-45d8-80ca,104,12:43:13 PM,Station,Contactless,None,Standard,Off-Peak
8742e797-0b39-41ca-b077,104,2:06:10 PM,Station,Contactless,None,Standard,Off-Peak
d7fd20af-fcdb-4c8e-ac0d,104,2:08:08 PM,Station,Contactless,None,Standard,Off-Peak
73d1aaea-3f3e-433a-8dd9,106,8:22:15 AM,Station,Contactless,None,Standard,Off-Peak
ce49deed-5a74-4aa8-9661,107,2:08:46 PM,Station,Contactless,None,Standard,Off-Peak
212ab8d0-f0a8-4cad-aa5a,107,8:08:58 PM,Station,Contactless,None,Standard,Off-Peak
9aa06dcb-a46c-4765-a7ca,108,12:52:51 AM,Station,Contactless,None,Standard,Off-Peak
59d6681d-ba22-4610-9b83,108,12:57:28 PM,Station,Contactless,None,Standard,Off-Peak
4a2e5d40-64cb-4731-85f0,108,2:07:55 PM,Station,Contactless,None,Standard,Off-Peak
9d5e615c-2181-4ce4-9565,109,2:07:42 PM,Station,Contactless,None,Standard,Off-Peak
129b5cc4-bc2d-40ec-8452,110,11:23:16 AM,Station,Contactless,None,Standard,Off-Peak
3c685095-e47c-4881-82ad,111,12:55:01 PM,Station,Contactless,None,Standard,Off-Peak
4a4455b1-f5dd-42e9-be16,113,12:57:44 AM,Station,Contactless,None,Standard,Off-Peak
da2002a6-92e9-4d6e-a106,113,12:46:54 PM,Station,Contactless,None,Standard,Off-Peak
bb48d555-30f7-4601-8f3d,113,2:00:13 PM,Station,Contactless,None,Standard,Off-Peak
199827d2-a361-4cc6-b746,113,2:05:07 PM,Station,Contactless,None,Standard,Off-Peak
c00f53b2-993f-41fe-8807,114,12:01:31 PM,Station,Contactless,None,Standard,Off-Peak
a37298bb-2794-44e2-ae65,114,12:04:46 PM,Station,Contactless,None,Standard,Off-Peak
d27368f3-58bd-4d56-b2c4,115,12:06:22 PM,Station,Contactless,None,Standard,Off-Peak
7561d587-34ad-4416-8d32,115,1:36:36 PM,Station,Contactless,None,Standard,Off-Peak
40948747-09a3-4231-9c6b,115,1:38:28 PM,Station,Contactless,None,Standard,Off-Peak
0804ff62-b2e1-4324-9f41,116,12:46:53 PM,Station,Contactless,None,Standard,Off-Peak
28bf1087-6feb-48c1-a372,117,10:16:37 AM,Station,Contactless,None,Standard,Off-Peak
2a94e0e5-1556-4f50-9b0a,117,11:20:52 AM,Station,Contactless,None,Standard,Off-Peak
d5752dbc-ff8d-4829-8fff,118,8:16:09 AM,Station,Contactless,None,Standard,Off-Peak
7e3f42d0-fa6c-4542-9edb,118,8:29:23 AM,Station,Contactless,None,Standard,Off-Peak
53b525d0-52b0-40fb-8225,119,12:11:45 PM,Station,Contactless,None,Standard,Off-Peak
429e0f86-ccac-4868-911f,120,10:15:31 AM,Station,Contactless,None,Standard,Off-Peak
d9162384-11bf-467b-bb3f,121,1:41:25 PM,Station,Contactless,None,Standard,Off-Peak
8a75456f-26be-4b93-a1f3,121,4:52:01 PM,Station,Contactless,None,Standard,Off-Peak
6fc54e52-e6a3-4b22-b72b,122,12:40:06 PM,Station,Contactless,None,Standard,Off-Peak
beb32a50-14dc-40c7-8f6c,123,12:30:08 PM,Station,Contactless,None,Standard,Off-Peak
8fda1e48-9fd3-4424-a9ad,123,2:08:51 PM,Station,Contactless,None,Standard,Off-Peak
a0eab5db-f2bd-4c09-acb3,124,12:55:28 AM,Station,Contactless,None,Standard,Off-Peak
c9a7432a-f786-42ef-983c,124,5:40:21 PM,Station,Contactless,None,Standard,Off-Peak
8f446353-0230-4d34-8486,125,10:27:41 AM,Station,Contactless,None,Standard,Off-Peak
e01726a1-ebb6-4561-ab4f,125,12:58:19 PM,Station,Contactless,None,Standard,Off-Peak
158bb29a-ffc4-48f4-9429,126,2:05:36 PM,Station,Contactless,None,Standard,Off-Peak
ca7acdd6-d7b5-4864-9434,127,12:56:52 AM,Station,Contactless,None,Standard,Off-Peak
0abf58b1-f9e7-4344-a82f,127,8:22:07 AM,Station,Contactless,None,Standard,Off-Peak
1d64f9f5-e009-4e88-8980,127,12:10:43 PM,Station,Contactless,None,Standard,Off-Peak
de6a011d-7a82-48c0-b1e1,127,12:11:40 PM,Station,Contactless,None,Standard,Off-Peak
23692535-04cb-4785-b088,127,2:29:19 PM,Station,Contactless,None,Standard,Off-Peak
b2a507b5-4bbf-4fcb-b94b,127,5:30:14 PM,Station,Contactless,None,Standard,Off-Peak
21c0c14b-50a9-4752-8e5c,128,10:25:14 AM,Station,Contactless,None,Standard,Off-Peak
43458b51-7be5-4710-beef,128,2:07:22 PM,Station,Contactless,None,Standard,Off-Peak
48386a06-2dc5-46e6-bd29,129,12:51:40 AM,Station,Contactless,None,Standard,Off-Peak
64b2770d-3723-4f3a-a2fd,129,12:13:55 PM,Station,Contactless,None,Standard,Off-Peak
941621da-c8f5-4f76-bcff,130,8:28:11 AM,Station,Contactless,None,Standard,Off-Peak
5546fe01-77cf-4aa0-a7fe,130,5:42:15 PM,Station,Contactless,None,Standard,Off-Peak
f74f0a74-945e-4c76-9614,131,11:16:54 AM,Station,Contactless,None,Standard,Off-Peak
03873fe5-269a-4ffd-be96,131,12:01:11 PM,Station,Contactless,None,Standard,Off-Peak
412b3b4d-f791-4bbf-8bf1,133,5:43:01 PM,Station,Contactless,None,Standard,Off-Peak
702cdfe7-1ae8-4ce3-ad19,134,12:58:37 PM,Station,Contactless,None,Standard,Off-Peak
8b3c17cb-d523-4ce8-bb51,135,8:15:03 AM,Station,Contactless,None,Standard,Off-Peak
0d889929-2a15-463e-bf93,135,8:17:01 AM,Station,Contactless,None,Standard,Off-Peak
8fe08de7-2b53-4a99-b3d0,135,2:11:03 PM,Station,Contactless,None,Standard,Off-Peak
5c11b270-3e1c-4607-a2a6,135,3:12:23 PM,Station,Contactless,None,Standard,Off-Peak
81a8d45f-cfc1-4188-b204,135,5:39:32 PM,Station,Contactless,None,Standard,Off-Peak
a18f843f-3a69-4959-a858,136,8:28:55 AM,Station,Contactless,None,Standard,Off-Peak
5580c026-4928-4437-9b59,136,12:38:54 PM,Station,Contactless,None,Standard,Off-Peak
12c55c15-aab7-4d85-a156,137,2:08:06 PM,Station,Contactless,None,Standard,Off-Peak
3c4cf4b9-281e-4a21-b5a9,138,12:20:38 PM,Station,Contactless,None,Standard,Off-Peak
f0c2f4e7-ecf6-4c45-bc74,138,12:22:02 PM,Station,Contactless,None,Standard,Off-Peak
dbaecf06-f902-4265-9efb,140,12:16:44 PM,Station,Contactless,None,Standard,Off-Peak
45a6b9e1-c15d-4cea-b0b2,140,12:22:22 PM,Station,Contactless,None,Standard,Off-Peak
7e68f438-d90c-4dea-8e51,140,2:14:25 PM,Station,Contactless,None,Standard,Off-Peak
f2c95588-6d96-46a1-a6a4,141,12:56:16 PM,Station,Contactless,None,Standard,Off-Peak
c0c171a2-455c-4a93-bcec,141,1:43:55 PM,Station,Contactless,None,Standard,Off-Peak
7ed54c45-9385-43c7-a8bf,141,2:12:04 PM,Station,Contactless,None,Standard,Off-Peak
03d628af-fb69-4343-9584,141,2:13:05 PM,Station,Contactless,None,Standard,Off-Peak
150ec466-51e7-49a8-a702,142,6:01:23 AM,Station,Contactless,None,Standard,Off-Peak
4cea2ccf-573a-4c55-932d,144,2:08:18 PM,Station,Contactless,None,Standard,Off-Peak
7874cf24-bb5f-4877-b8ac,145,12:37:07 PM,Station,Contactless,None,Standard,Off-Peak
d8275e2a-8493-4b30-b6e0,25,3:02:34 AM,Station,Contactless,None,Standard,Off-Peak
21cb445d-719e-4b9b-8ed8,26,3:12:53 AM,Station,Contactless,None,Standard,Off-Peak
ec3523d4-9a91-444f-8bbb,28,1:08:00 AM,Station,Contactless,None,Standard,Off-Peak
90fa79ed-ebf4-4942-b275,29,3:01:48 AM,Station,Contactless,None,Standard,Off-Peak
ad2f3305-7660-4097-adaa,29,3:14:30 AM,Station,Contactless,None,Standard,Off-Peak
98c1f505-3fc2-4076-8f80,29,11:40:15 AM,Station,Contactless,None,Standard,Off-Peak
a024f072-352e-47a6-a9d0,30,1:09:17 AM,Station,Contactless,None,Standard,Off-Peak
96a76788-6eb5-4325-a4ce,31,3:52:41 PM,Station,Contactless,None,Standard,Off-Peak
8aba6af5-81a9-4d19-bd28,31,3:57:57 PM,Station,Contactless,None,Standard,Off-Peak
650f5185-45f1-46b3-a65c,32,1:04:34 AM,Station,Contactless,None,Standard,Off-Peak
00d9ce11-f4c1-4547-a21a,32,1:07:14 AM,Station,Contactless,None,Standard,Off-Peak
d4627f1c-894b-42b8-ba28,32,1:12:13 AM,Station,Contactless,None,Standard,Off-Peak
adceb140-8186-44af-a5b9,32,3:00:41 AM,Station,Contactless,None,Standard,Off-Peak
d9d3a033-a7e4-4381-b190,33,3:01:15 AM,Station,Contactless,None,Standard,Off-Peak
19b1c06b-7641-43ea-b11b,34,3:14:05 AM,Station,Contactless,None,Standard,Off-Peak
2bf14872-b53e-47f1-b8ef,34,8:43:18 PM,Station,Contactless,None,Standard,Off-Peak
9c9160eb-8cfd-4c2e-aade,35,8:35:41 PM,Station,Contactless,None,Standard,Off-Peak
0d208516-995e-4ec5-b5ff,37,3:13:25 AM,Station,Contactless,None,Standard,Off-Peak
3c5df643-b26b-4dd5-b478,37,5:28:51 PM,Station,Contactless,None,Standard,Off-Peak
15551710-a1b6-4120-9a8f,38,5:20:13 PM,Station,Contactless,None,Standard,Off-Peak
97640477-6ac7-4a4e-904e,38,8:39:36 PM,Station,Contactless,None,Standard,Off-Peak
1b1c08e3-854d-44dc-aacc,38,8:40:05 PM,Station,Contactless,None,Standard,Off-Peak
c140bddf-4dae-40b8-867f,42,1:14:33 AM,Station,Contactless,None,Standard,Off-Peak
3a64b34a-4434-414a-af02,42,1:03:29 PM,Station,Contactless,None,Standard,Off-Peak
759ba701-7adc-4abf-a269,43,1:02:17 AM,Station,Contactless,None,Standard,Off-Peak
465ded16-22b3-4205-8c1b,44,3:01:53 AM,Station,Contactless,None,Standard,Off-Peak
314ee74c-f9e2-410c-8f61,44,3:05:39 AM,Station,Contactless,None,Standard,Off-Peak
e90b6f9b-2ff4-40ba-9937,44,3:07:11 AM,Station,Contactless,None,Standard,Off-Peak
70b1631b-0dfc-4a35-b45d,45,3:52:16 PM,Station,Contactless,None,Standard,Off-Peak
90c7dc5a-449e-4400-917f,45,8:40:51 PM,Station,Contactless,None,Standard,Off-Peak
27c407f5-e903-4147-b7c1,46,3:05:25 AM,Station,Contactless,None,Standard,Off-Peak
c49cb975-55fe-40d8-8326,48,3:01:42 AM,Station,Contactless,None,Standard,Off-Peak
816ed858-9dc9-4bd0-a20e,48,8:31:47 PM,Station,Contactless,None,Standard,Off-Peak
0394eb86-0d3c-4caf-b6a5,49,3:04:15 AM,Station,Contactless,None,Standard,Off-Peak
acc6f192-e67d-47c7-96ff,49,3:06:05 AM,Station,Contactless,None,Standard,Off-Peak
e3da85fb-0ba4-4036-9f1a,50,8:31:12 PM,Station,Contactless,None,Standard,Off-Peak
7d01a0f1-31f9-458e-87b9,50,8:31:23 PM,Station,Contactless,None,Standard,Off-Peak
7e4fc2fd-9d04-4368-a40e,51,8:38:06 PM,Station,Contactless,None,Standard,Off-Peak
964908be-3a85-46da-8b37,55,3:09:35 AM,Station,Contactless,None,Standard,Off-Peak
9475011f-6198-4b25-9e3c,55,11:36:11 AM,Station,Contactless,None,Standard,Off-Peak
e4306038-2c75-495b-859b,55,11:39:49 AM,Station,Contactless,None,Standard,Off-Peak
993b9e22-d084-46f8-8284,55,8:30:51 PM,Station,Contactless,None,Standard,Off-Peak
b9e0b89b-4018-4be4-bd19,56,3:02:52 AM,Station,Contactless,None,Standard,Off-Peak
df255a35-8c82-405c-b18e,58,3:05:31 AM,Station,Contactless,None,Standard,Off-Peak
98d15a7e-335b-4361-8999,59,3:10:53 AM,Station,Contactless,None,Standard,Off-Peak
cd10617e-63be-4433-b3c0,59,1:11:15 PM,Station,Contactless,None,Standard,Off-Peak
ca84f154-92f4-4117-8741,60,3:05:56 AM,Station,Contactless,None,Standard,Off-Peak
993c973b-698f-4f62-b7e6,61,8:44:49 PM,Station,Contactless,None,Standard,Off-Peak
7a7d5703-453a-4818-b09e,65,11:40:52 AM,Station,Contactless,None,Standard,Off-Peak
6c0ef8b9-367e-4c33-95da,67,8:36:35 PM,Station,Contactless,None,Standard,Off-Peak
906dbcc1-636a-42af-85ed,71,8:33:52 PM,Station,Contactless,None,Standard,Off-Peak
54150ef2-c298-4b52-be5a,72,3:09:22 AM,Station,Contactless,None,Standard,Off-Peak
9a31be78-9027-4ab6-945d,75,11:39:43 AM,Station,Contactless,None,Standard,Off-Peak
c7cf098f-5c44-43d8-b01a,76,8:34:37 PM,Station,Contactless,None,Standard,Off-Peak
f4d0575f-8a6d-49b0-ae33,77,3:13:28 AM,Station,Contactless,None,Standard,Off-Peak
b1f1d949-973a-4be8-b911,79,3:12:20 AM,Station,Contactless,None,Standard,Off-Peak
f1e1cd0e-70fc-4eff-b347,87,3:10:15 AM,Station,Contactless,None,Standard,Off-Peak
326974d1-e6a9-40b5-9d5d,87,11:38:59 AM,Station,Contactless,None,Standard,Off-Peak
43081ed6-87df-4369-bc02,90,3:03:21 AM,Station,Contactless,None,Standard,Off-Peak
c5170106-4440-40db-9093,91,3:02:28 AM,Station,Contactless,None,Standard,Off-Peak
b12272e1-e2fd-43c3-afaa,91,3:06:50 AM,Station,Contactless,None,Standard,Off-Peak
1c13faf0-6f53-4cf5-af75,92,3:00:31 AM,Station,Contactless,None,Standard,Off-Peak
3dac7002-f853-4964-a9b5,92,11:35:09 AM,Station,Contactless,None,Standard,Off-Peak
8a5693ee-080d-4ec4-9f30,93,3:02:14 AM,Station,Contactless,None,Standard,Off-Peak
4195b7f2-23a6-45e5-8fea,93,3:04:16 AM,Station,Contactless,None,Standard,Off-Peak
8a3b3b71-bb15-4095-98f0,93,3:13:29 AM,Station,Contactless,None,Standard,Off-Peak
8effab57-4baa-4769-949c,94,3:08:56 AM,Station,Contactless,None,Standard,Off-Peak
0fea137a-58d8-4d2e-b929,94,3:45:27 PM,Station,Contactless,None,Standard,Off-Peak
49a4b32a-2b10-4b47-81c8,94,5:16:38 PM,Station,Contactless,None,Standard,Off-Peak
a51fb34b-5fe6-45e3-b3f2,95,3:04:26 AM,Station,Contactless,None,Standard,Off-Peak
399821c1-1786-4c54-82af,95,8:50:30 AM,Station,Contactless,None,Standard,Off-Peak
320660e6-3d76-455f-a287,96,3:03:33 AM,Station,Contactless,None,Standard,Off-Peak
e74d5fa9-d029-4fb0-a3a9,96,11:39:29 AM,Station,Contactless,None,Standard,Off-Peak
5c580f8a-94cc-4403-85b7,96,8:32:12 PM,Station,Contactless,None,Standard,Off-Peak
6c696b34-198c-4a6e-8c8a,97,3:11:52 AM,Station,Contactless,None,Standard,Off-Peak
1f5d6eee-896f-4b22-a617,98,1:03:47 AM,Station,Contactless,None,Standard,Off-Peak
8467d856-22aa-412c-8a47,98,3:01:57 AM,Station,Contactless,None,Standard,Off-Peak
0956c120-15e3-4315-b0f9,99,3:08:43 AM,Station,Contactless,None,Standard,Off-Peak
538d27f7-01b2-493b-b79f,102,3:08:56 AM,Station,Contactless,None,Standard,Off-Peak
eebb13ce-28dc-4bc6-af52,103,3:03:36 AM,Station,Contactless,None,Standard,Off-Peak
514b7f77-7d0b-487a-9ede,104,8:44:52 PM,Station,Contactless,None,Standard,Off-Peak
ee4c10d9-e6d3-46cf-94ab,105,3:00:55 AM,Station,Contactless,None,Standard,Off-Peak
3a80cdd8-3843-4048-8075,109,8:51:11 AM,Station,Contactless,None,Standard,Off-Peak
69e81fee-a866-4e62-bb35,111,1:01:16 PM,Station,Contactless,None,Standard,Off-Peak
c243e4ac-6540-40e2-af7e,112,3:07:11 AM,Station,Contactless,None,Standard,Off-Peak
2a586571-202e-44ff-8074,114,3:48:41 PM,Station,Contactless,None,Standard,Off-Peak
25ccbe33-2f67-435c-bd49,114,8:38:47 PM,Station,Contactless,None,Standard,Off-Peak
df22afc7-ba3f-4a04-aa4e,114,8:44:04 PM,Station,Contactless,None,Standard,Off-Peak
02f20f16-e767-409d-9ef8,115,3:00:59 AM,Station,Contactless,None,Standard,Off-Peak
3c91a728-82a8-4d78-bd2d,115,5:19:17 AM,Station,Contactless,None,Standard,Off-Peak
d18f3b7f-44bb-4587-9e85,115,11:42:27 AM,Station,Contactless,None,Standard,Off-Peak
f0405e38-87db-488a-b824,115,3:49:22 PM,Station,Contactless,None,Standard,Off-Peak
019de57a-d192-4c17-bcae,115,3:53:16 PM,Station,Contactless,None,Standard,Off-Peak
22545022-5dbc-42a9-9774,118,3:10:56 AM,Station,Contactless,None,Standard,Off-Peak
6d2e9792-82be-4e7c-a63a,118,8:38:17 PM,Station,Contactless,None,Standard,Off-Peak
dd487fe7-5068-4f4c-9e6f,119,3:10:34 AM,Station,Contactless,None,Standard,Off-Peak
9cb9303d-a2ce-420f-909e,121,3:05:00 AM,Station,Contactless,None,Standard,Off-Peak
278ae5df-37b3-4817-a5c1,121,8:41:04 PM,Station,Contactless,None,Standard,Off-Peak
8c8f141b-2f11-468f-8ed3,122,5:19:47 PM,Station,Contactless,None,Standard,Off-Peak
bd00dc26-319d-435a-8634,122,8:37:58 PM,Station,Contactless,None,Standard,Off-Peak
c1584077-22d7-4628-917e,123,1:02:47 AM,Station,Contactless,None,Standard,Off-Peak
e806f0dd-3704-4274-992e,123,3:14:07 AM,Station,Contactless,None,Standard,Off-Peak
e2b0dd02-ece5-4624-9efe,124,1:10:09 PM,Station,Contactless,None,Standard,Off-Peak
675f3fce-d7ff-4c74-8f83,125,8:58:11 AM,Station,Contactless,None,Standard,Off-Peak
7bc808d1-98af-4997-b897,127,1:11:59 PM,Station,Contactless,None,Standard,Off-Peak
c24a4936-9e8f-48d3-9d55,128,5:25:53 AM,Station,Contactless,None,Standard,Off-Peak
13462a7f-b288-4ef7-9b94,129,11:36:24 AM,Station,Contactless,None,Standard,Off-Peak
8c486c68-5c27-4e31-ba5b,130,3:06:07 AM,Station,Contactless,None,Standard,Off-Peak
b4bb3c42-b060-43d8-a277,131,3:13:03 AM,Station,Contactless,None,Standard,Off-Peak
a423e709-ec2a-4221-a7f0,131,8:35:08 PM,Station,Contactless,None,Standard,Off-Peak
dd1c3ae9-55ef-482a-969a,132,3:10:48 AM,Station,Contactless,None,Standard,Off-Peak
07513f21-b36a-49dd-91ef,133,3:04:27 AM,Station,Contactless,None,Standard,Off-Peak
503190bb-bd9b-42e4-a562,134,8:45:10 AM,Station,Contactless,None,Standard,Off-Peak
2ac61863-3287-455e-a5b6,134,8:35:36 PM,Station,Contactless,None,Standard,Off-Peak
74d8e18d-4770-4a1f-bad7,136,3:01:13 AM,Station,Contactless,None,Standard,Off-Peak
b29194d9-cc25-4ea6-8ba3,136,11:37:29 AM,Station,Contactless,None,Standard,Off-Peak
2f911262-1513-47ce-9971,136,8:30:28 PM,Station,Contactless,None,Standard,Off-Peak
dd72cf38-a7d4-42af-8327,138,1:10:30 AM,Station,Contactless,None,Standard,Off-Peak
bfd29f45-2d95-48f5-9436,138,3:03:20 AM,Station,Contactless,None,Standard,Off-Peak
4b442980-70ee-49b0-80d7,139,8:40:06 PM,Station,Contactless,None,Standard,Off-Peak
79b80a4d-3f87-48f7-964e,139,8:43:41 PM,Station,Contactless,None,Standard,Off-Peak
b3a50142-11f6-475f-91c1,140,3:01:38 AM,Station,Contactless,None,Standard,Off-Peak
38a13be6-02de-4a98-8b28,140,3:03:18 AM,Station,Contactless,None,Standard,Off-Peak
5eaf8165-bef3-4d2b-96e8,140,3:04:18 AM,Station,Contactless,None,Standard,Off-Peak
866dcbc5-88d2-4e21-b57b,140,3:10:45 AM,Station,Contactless,None,Standard,Off-Peak
9e75539a-20a3-4e32-a457,140,1:08:31 PM,Station,Contactless,None,Standard,Off-Peak
400dc745-14b8-4bf9-87a8,140,8:35:59 PM,Station,Contactless,None,Standard,Off-Peak
fbd076d8-a5c8-44cf-8a7c,141,3:00:35 AM,Station,Contactless,None,Standard,Off-Peak
2786eac7-21fe-4cfd-b526,142,3:02:23 AM,Station,Contactless,None,Standard,Off-Peak
356aa3ae-1a92-4b4a-8581,142,3:11:22 AM,Station,Contactless,None,Standard,Off-Peak
66abfab5-5ccd-4c07-982b,142,3:45:40 PM,Station,Contactless,None,Standard,Off-Peak
d04221e9-272f-4790-b435,143,3:07:43 AM,Station,Contactless,None,Standard,Off-Peak
f2cb505b-9594-4eeb-a5b9,143,8:52:55 AM,Station,Contactless,None,Standard,Off-Peak
d94fb7ff-fabe-4a44-aec2,145,3:07:51 AM,Station,Contactless,None,Standard,Off-Peak
f6f18022-b9fa-40cb-8f88,26,9:06:28 AM,Station,Contactless,None,Standard,Off-Peak
3682ea88-833e-4a99-bd80,26,9:35:34 AM,Station,Contactless,None,Standard,Off-Peak
2cd83c85-e18e-4ac5-a1ab,26,6:06:16 PM,Station,Contactless,None,Standard,Off-Peak
1d2542c0-aef8-4832-be6b,26,8:40:59 PM,Station,Contactless,None,Standard,Off-Peak
8945d671-916e-4122-94da,27,2:26:46 PM,Station,Contactless,None,Standard,Off-Peak
592ad8aa-98e4-4a97-a562,28,3:43:03 AM,Station,Contactless,None,Standard,Off-Peak
61c0fb1f-6e05-41b1-935a,28,8:02:11 AM,Station,Contactless,None,Standard,Off-Peak
5da3c0aa-69fe-40be-82b0,29,3:38:42 AM,Station,Contactless,None,Standard,Off-Peak
5ea1602d-5162-487e-beab,29,3:42:16 AM,Station,Contactless,None,Standard,Off-Peak
a20f714d-d7cb-4258-989e,30,4:48:57 AM,Station,Contactless,None,Standard,Off-Peak
3fbab03b-c6bd-4cf6-b45d,30,3:20:01 PM,Station,Contactless,None,Standard,Off-Peak
10aa1227-d0fa-45af-aaf7,31,3:10:48 AM,Station,Contactless,None,Standard,Off-Peak
68b4229f-0a8b-4128-9d9f,31,4:59:26 AM,Station,Contactless,None,Standard,Off-Peak
58b40b78-4b98-4a11-97a6,31,8:06:57 AM,Station,Contactless,None,Standard,Off-Peak
2c2b44d6-4142-4305-b9bc,31,8:29:38 AM,Station,Contactless,None,Standard,Off-Peak
86f59e1a-3c61-462c-89f2,31,10:49:02 AM,Station,Contactless,None,Standard,Off-Peak
984f8c23-e369-4756-b413,31,2:22:55 PM,Station,Contactless,None,Standard,Off-Peak
79f9853b-ee66-4868-9bcd,31,2:26:28 PM,Station,Contactless,None,Standard,Off-Peak
422d5831-18cc-48e0-9f94,31,3:13:36 PM,Station,Contactless,None,Standard,Off-Peak
91adc3ed-f03e-44eb-8b68,32,1:19:45 AM,Station,Contactless,None,Standard,Off-Peak
49e1dc10-529e-40a0-8b7a,32,2:21:48 PM,Station,Contactless,None,Standard,Off-Peak
8613b2bf-1727-4a50-b46e,32,6:10:07 PM,Station,Contactless,None,Standard,Off-Peak
01eeeb4d-bd63-4ef0-9991,32,6:28:32 PM,Station,Contactless,None,Standard,Off-Peak
5960d521-6aab-4e91-85b5,35,8:08:05 PM,Station,Contactless,None,Standard,Off-Peak
2ae27e9e-dc3b-411b-b673,37,5:05:41 AM,Station,Contactless,None,Standard,Off-Peak
9b4f88d8-7aae-45c9-9029,37,3:13:26 PM,Station,Contactless,None,Standard,Off-Peak
609b469f-09ac-4439-9516,37,3:20:46 PM,Station,Contactless,None,Standard,Off-Peak
0de56539-f3ab-4b9a-bf2b,37,3:21:38 PM,Station,Contactless,None,Standard,Off-Peak
ba5a7243-59dd-4853-88ce,38,1:24:55 AM,Station,Contactless,None,Standard,Off-Peak
f6646a18-fa7b-4087-b282,38,3:12:39 PM,Station,Contactless,None,Standard,Off-Peak
9c7f9199-64ac-4da6-a5c8,38,3:20:04 PM,Station,Contactless,None,Standard,Off-Peak
6bbbb070-3912-4244-98e1,38,3:22:51 PM,Station,Contactless,None,Standard,Off-Peak
110150db-7435-49e0-8a8a,38,3:24:53 PM,Station,Contactless,None,Standard,Off-Peak
3f8bca11-fda6-48fb-a5c5,38,8:38:19 PM,Station,Contactless,None,Standard,Off-Peak
3d3d0e53-3b5e-4205-93b1,39,9:02:31 AM,Station,Contactless,None,Standard,Off-Peak
07825ccc-e0c9-42e8-878f,39,8:08:50 PM,Station,Contactless,None,Standard,Off-Peak
268b702c-7b83-41a0-a8ba,40,1:15:47 AM,Station,Contactless,None,Standard,Off-Peak
921d205e-50bb-41cb-822e,40,6:00:36 PM,Station,Contactless,None,Standard,Off-Peak
96474dbc-963f-4ffd-a370,41,6:26:46 PM,Station,Contactless,None,Standard,Off-Peak
7738b044-e829-4dc4-be1d,43,3:41:33 AM,Station,Contactless,None,Standard,Off-Peak
6f414551-b699-45de-a10d,44,4:48:35 AM,Station,Contactless,None,Standard,Off-Peak
a8725979-cc0e-451c-9465,44,3:17:24 PM,Station,Contactless,None,Standard,Off-Peak
9b7b28c4-b36f-4ad5-89b5,44,3:24:13 PM,Station,Contactless,None,Standard,Off-Peak
a9d785a4-1c10-4464-8522,45,1:19:46 PM,Station,Contactless,None,Standard,Off-Peak
77bb7e63-09ff-403e-8c2e,45,4:14:57 PM,Station,Contactless,None,Standard,Off-Peak
7c82a068-0a82-40d8-9b99,46,8:07:12 AM,Station,Contactless,None,Standard,Off-Peak
ce6cc85b-1a6a-4559-8bc5,46,8:13:55 AM,Station,Contactless,None,Standard,Off-Peak
d91347f1-b517-44e9-9030,48,6:16:42 PM,Station,Contactless,None,Standard,Off-Peak
d7766f63-615b-4eb1-9789,49,6:08:55 PM,Station,Contactless,None,Standard,Off-Peak
bab5fe0c-c2ab-4808-ad0e,50,1:22:44 AM,Station,Contactless,None,Standard,Off-Peak
97468253-589b-42ed-96ee,50,8:38:19 PM,Station,Contactless,None,Standard,Off-Peak
e646db2f-1b81-4a81-a47c,51,3:37:04 AM,Station,Contactless,None,Standard,Off-Peak
c11aa9d8-4b37-4003-9f70,51,2:27:52 PM,Station,Contactless,None,Standard,Off-Peak
f033e540-8692-4dd6-9b28,51,3:11:55 PM,Station,Contactless,None,Standard,Off-Peak
2d4797a1-71ed-4656-b6f8,51,3:15:20 PM,Station,Contactless,None,Standard,Off-Peak
3f4f4979-6bfd-4fb3-b71b,51,3:16:54 PM,Station,Contactless,None,Standard,Off-Peak
aa3fd114-7550-44a8-b2b1,52,3:39:34 AM,Station,Contactless,None,Standard,Off-Peak
48a187d8-7c59-456b-84c6,52,4:47:25 AM,Station,Contactless,None,Standard,Off-Peak
5f7ba5da-5e74-4280-ba6e,52,4:49:26 AM,Station,Contactless,None,Standard,Off-Peak
08af9f53-7478-4169-967b,52,4:57:46 AM,Station,Contactless,None,Standard,Off-Peak
018dbd17-6101-4da9-8f12,52,3:20:34 PM,Station,Contactless,None,Standard,Off-Peak
d67bb09e-479b-4476-ac3a,52,6:16:08 PM,Station,Contactless,None,Standard,Off-Peak
da44f10b-52cd-48bf-962d,53,3:31:07 AM,Station,Contactless,None,Standard,Off-Peak
cc3b6a6a-0458-4aca-ab57,53,8:18:59 AM,Station,Contactless,None,Standard,Off-Peak
6270842d-d3ab-401e-a537,53,8:24:30 AM,Station,Contactless,None,Standard,Off-Peak
7d1749d4-2ea6-40bd-b72a,55,12:28:30 AM,Station,Contactless,None,Standard,Off-Peak
