TicketID,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type
d00eb5b3-b26c-46a7-9899,6:31:05,Online,Contactless,None,Standard,Off-Peak
2013386f-6a2d-48c1-9a93,14:17:38,Online,Contactless,None,Standard,Off-Peak
15558d3d-ca80-41c3-8abd,15:15:21,Online,Contactless,None,Standard,Off-Peak
98eaa217-c767-4f45-8427,17:34:33,Online,Contactless,None,Standard,Off-Peak
11d36f88-86b7-477c-a2de,12:20:35,Online,Contactless,None,Standard,Off-Peak
414ae4d5-70ba-4f93-b4d9,0:26:41,Online,Contactless,None,Standard,Off-Peak
c7d493ae-11eb-4263-9d2d,0:22:55,Online,Contactless,None,Standard,Off-Peak
bca80d3a-5df3-48cc-8a17,4:06:30,Online,Contactless,None,Standard,Off-Peak
3952eefb-2fcb-4cb3-b617,15:23:52,Online,Contactless,None,Standard,Off-Peak
f1673d4f-2a55-4249-8817,0:27:46,Online,Contactless,None,Standard,Off-Peak
ab78f8d8-8d7c-4b9a-9b6c,14:19:13,Online,Contactless,None,Standard,Off-Peak
75c771ca-5457-48b1-8ee6,0:18:01,Online,Contactless,None,Standard,Off-Peak
5c2ba502-bf26-4f49-a955,2:21:04,Online,Contactless,None,Standard,Off-Peak
f223c66b-92f2-48e7-948b,12:27:17,Online,Contactless,None,Standard,Off-Peak
fc311ee2-5770-4bc0-af58,11:20:43,Online,Contactless,None,Standard,Off-Peak
cc298a57-4062-48ff-a37f,0:29:56,Online,Contactless,None,Standard,Off-Peak
a2bff053-2845-4b21-a6f9,9:36:26,Online,Contactless,None,Standard,Off-Peak
e1b98483-7f67-4fdc-9aa0,15:19:11,Online,Contactless,None,Standard,Off-Peak
ee0ef8ce-7196-44e5-b4e3,17:42:43,Online,Contactless,None,Standard,Off-Peak
c0220b9b-63d8-4a8b-b203,4:10:21,Online,Contactless,None,Standard,Off-Peak
84c4e9f3-8cf5-4d83-98aa,18:48:13,Online,Contactless,None,Standard,Off-Peak
1219215e-f8e0-462c-9bff,18:49:17,Online,Contactless,None,Standard,Off-Peak
5b1c0c03-8882-4baf-8208,20:34:53,Online,Contactless,None,Standard,Off-Peak
a1440abf-2f02-4be1-a273,12:24:31,Online,Contactless,None,Standard,Off-Peak
9c90815b-c18c-480e-aba8,0:27:16,Online,Contactless,None,Standard,Off-Peak
7b6c0e29-3f5a-4c9a-b1db,0:27:44,Online,Contactless,None,Standard,Off-Peak
d7f7b888-d998-48d9-bc99,18:45:55,Online,Contactless,None,Standard,Off-Peak
253fa680-e1a2-49cb-b076,18:58:51,Online,Contactless,None,Standard,Off-Peak
9ff9dcc9-d55c-4c2c-bd2f,0:15:25,Online,Contactless,None,Standard,Off-Peak
ebac6d70-9e20-4fe6-92d3,0:22:50,Online,Contactless,None,Standard,Off-Peak
5650c9e7-0a85-48b1-85f2,4:06:09,Online,Contactless,None,Standard,Off-Peak
98702674-11f8-4c83-a26f,0:24:17,Online,Contactless,None,Standard,Off-Peak
edfa4f5e-d5f4-47d6-a0c5,12:29:05,Online,Contactless,None,Standard,Off-Peak
7a662ffd-3cb5-4791-9cdb,0:28:41,Online,Contactless,None,Standard,Off-Peak
9ae60c1e-7d35-404a-9a58,4:01:22,Online,Contactless,None,Standard,Off-Peak
320bacfe-7df2-4f63-80db,12:22:55,Online,Contactless,None,Standard,Off-Peak
568f38d8-edda-4bc8-8868,18:45:03,Online,Contactless,None,Standard,Off-Peak
0cf21a54-1e8b-4368-b639,9:39:09,Online,Contactless,None,Standard,Off-Peak
b20c0695-55c4-4564-8330,17:34:11,Online,Contactless,None,Standard,Off-Peak
b73dd76b-54cf-4563-8ef5,18:56:25,Online,Contactless,None,Standard,Off-Peak
1eee47fb-5910-4b8b-8126,0:03:07,Online,Contactless,None,Standard,Off-Peak
958e9aab-eb5b-4f74-95f5,0:19:24,Online,Contactless,None,Standard,Off-Peak
d37aed17-bf06-48f8-8654,0:25:55,Online,Contactless,None,Standard,Off-Peak
af101135-4d26-40a9-9566,4:06:45,Online,Contactless,None,Standard,Off-Peak
13dfd204-69f0-413c-8c6c,0:19:11,Online,Contactless,None,Standard,Off-Peak
15afad0c-4644-4ac5-aab3,0:24:43,Online,Contactless,None,Standard,Off-Peak
a6d8b59c-f754-456b-99fe,1:03:56,Online,Contactless,None,Standard,Off-Peak
d3a68953-f932-4f88-8a1f,11:26:49,Online,Contactless,None,Standard,Off-Peak
334969f7-5ae3-4196-9261,0:27:31,Online,Contactless,None,Standard,Off-Peak
32aa164a-6cbf-45ab-90d8,20:44:10,Online,Contactless,None,Standard,Off-Peak
fea5f046-a4fa-4482-bdbf,9:36:06,Online,Contactless,None,Standard,Off-Peak
233f32c0-e333-4bc0-aa8e,9:39:27,Online,Contactless,None,Standard,Off-Peak
2348700b-a553-4c38-a37c,4:12:45,Online,Contactless,None,Standard,Off-Peak
ecd2e06c-a669-421f-8be8,20:37:12,Online,Contactless,None,Standard,Off-Peak
9d6266f2-7e07-43c4-915e,0:15:42,Online,Contactless,None,Standard,Off-Peak
382209bf-0da0-4354-acae,18:55:47,Online,Contactless,None,Standard,Off-Peak
7638725a-b54b-42c4-a2db,11:43:34,Online,Contactless,None,Standard,Off-Peak
b870eb65-acf9-4d6f-9d4b,18:45:40,Online,Contactless,None,Standard,Off-Peak
36deb342-5cae-4601-a167,2:28:47,Online,Contactless,None,Standard,Off-Peak
03ee0d1a-c1b7-4e0b-8b4b,1:10:51,Online,Contactless,None,Standard,Off-Peak
934df04f-9aad-4c50-b7fe,6:31:49,Online,Contactless,None,Standard,Off-Peak
7024909d-73e8-44b8-a3c4,9:38:18,Online,Contactless,None,Standard,Off-Peak
b9f707e0-0e10-453f-abf2,11:33:00,Online,Contactless,None,Standard,Off-Peak
aedbb16b-fbe9-4a94-b8e2,18:48:31,Online,Contactless,None,Standard,Off-Peak
53591710-f373-41d5-93a5,18:54:17,Online,Contactless,None,Standard,Off-Peak
a3c1375e-b19c-47ae-ad56,0:08:51,Online,Contactless,None,Standard,Off-Peak
8deef7c5-94e6-4689-8abe,12:19:49,Online,Contactless,None,Standard,Off-Peak
0e21d9b8-ab43-4e00-aac6,6:31:03,Online,Contactless,None,Standard,Off-Peak
0b1aaef1-b973-4f57-9314,6:37:54,Online,Contactless,None,Standard,Off-Peak
e8ea97b5-3308-43bb-b039,18:54:41,Online,Contactless,None,Standard,Off-Peak
a85a6802-3ed6-43b6-acfd,18:55:49,Online,Contactless,None,Standard,Off-Peak
61b1253a-ae90-47e8-9c26,20:34:36,Online,Contactless,None,Standard,Off-Peak
02875065-adfe-4237-8bb2,2:24:56,Online,Contactless,None,Standard,Off-Peak
c544aa53-4fbb-4395-9f67,11:15:51,Online,Contactless,None,Standard,Off-Peak
df90f097-8afc-48be-b5df,2:27:40,Online,Contactless,None,Standard,Off-Peak
c4663e51-6517-49e8-a9c0,9:38:00,Online,Contactless,None,Standard,Off-Peak
31160c17-61b0-432c-a766,0:00:20,Online,Contactless,None,Standard,Off-Peak
f471fe55-db77-42f7-a687,0:20:34,Online,Contactless,None,Standard,Off-Peak
2e4790cf-c79e-4f36-a995,0:19:08,Online,Contactless,None,Standard,Off-Peak
5f3c32ca-2ef8-438c-973c,0:16:55,Online,Contactless,None,Standard,Off-Peak
c01f1fe0-32b2-46d5-96ca,0:29:29,Online,Contactless,None,Standard,Off-Peak
12662d85-e013-4ca7-91cc,1:12:47,Online,Contactless,None,Standard,Off-Peak
dcb48a91-f6a0-42bc-9097,17:35:20,Online,Contactless,None,Standard,Off-Peak
5b144591-6a45-4817-8a4f,0:27:38,Online,Contactless,None,Standard,Off-Peak
abab6a71-5984-4ff2-8813,19:14:28,Online,Contactless,None,Standard,Off-Peak
3ad47b06-f820-4a74-b2a1,9:30:27,Online,Contactless,None,Standard,Off-Peak
919a0ecf-48e3-44ab-8fab,2:22:54,Online,Contactless,None,Standard,Off-Peak
89445b1c-b1e0-4726-9855,0:00:14,Online,Contactless,None,Standard,Off-Peak
fa59a0b2-d3cf-4880-8470,6:50:48,Online,Contactless,None,Standard,Off-Peak
21704274-4753-434c-a5c4,0:29:36,Online,Contactless,None,Standard,Off-Peak
62fe5374-def0-4230-bc7f,12:24:54,Online,Contactless,None,Standard,Off-Peak
32e25b98-bd9b-4d69-88cc,19:07:11,Online,Contactless,None,Standard,Off-Peak
ad1330dd-4c44-4b1b-90da,18:53:01,Online,Contactless,None,Standard,Off-Peak
600cbdc7-2848-405e-98ea,2:27:38,Online,Contactless,None,Standard,Off-Peak
a2842d66-b82a-455f-bbf8,0:06:58,Online,Contactless,None,Standard,Off-Peak
5d0f0046-e792-4814-8226,0:22:07,Online,Contactless,None,Standard,Off-Peak
7c726448-92ce-4298-810c,20:36:50,Online,Contactless,None,Standard,Off-Peak
980c8256-036c-4591-a5ef,12:25:42,Online,Contactless,None,Standard,Off-Peak
584e7769-40f3-4f99-9703,0:21:54,Online,Contactless,None,Standard,Off-Peak
86c87d09-459e-470a-8a45,12:26:41,Online,Contactless,None,Standard,Off-Peak
6342a4ef-7078-4d9e-83e0,18:45:12,Online,Contactless,None,Standard,Off-Peak
a8045a75-25aa-4e2b-addc,0:22:20,Online,Contactless,None,Standard,Off-Peak
81bb1f3a-7359-4294-9fb0,14:29:10,Online,Contactless,None,Standard,Off-Peak
c47da3ef-e702-4bb1-bcd0,6:33:47,Online,Contactless,None,Standard,Off-Peak
3556c493-72be-412b-98a8,0:19:52,Online,Contactless,None,Standard,Off-Peak
d5430167-2d5e-4d63-b12a,0:25:26,Online,Contactless,None,Standard,Off-Peak
e5ef7e8d-2f04-491f-9509,12:25:42,Online,Contactless,None,Standard,Off-Peak
d2b6adaf-30c5-41fc-979f,20:41:28,Online,Contactless,None,Standard,Off-Peak
44ffb887-8c10-4ea7-b274,17:36:46,Online,Contactless,None,Standard,Off-Peak
030bab13-4d81-4859-8a1c,20:33:40,Online,Contactless,None,Standard,Off-Peak
32229226-da5b-43aa-8468,0:16:11,Online,Contactless,None,Standard,Off-Peak
e9311553-5d48-4947-9134,12:22:51,Online,Contactless,None,Standard,Off-Peak
b535c438-dd68-4785-984f,18:50:50,Online,Contactless,None,Standard,Off-Peak
ce2d7096-41e1-4e5a-8878,11:35:16,Online,Contactless,None,Standard,Off-Peak
cf60e6ae-bc43-4cd5-aab9,12:29:20,Online,Contactless,None,Standard,Off-Peak
aac5cdf0-01f4-4bca-a7f0,0:17:09,Online,Contactless,None,Standard,Off-Peak
600cbebb-fc47-478c-9618,12:15:10,Online,Contactless,None,Standard,Off-Peak
3800e8bd-abbe-4eeb-858d,0:11:37,Online,Contactless,None,Standard,Off-Peak
cad18375-60fb-4129-b869,18:58:19,Online,Contactless,None,Standard,Off-Peak
15b30e6a-f943-46b4-8948,0:23:50,Online,Contactless,None,Standard,Off-Peak
ed288f0b-29ef-416a-87ba,6:44:42,Online,Contactless,None,Standard,Off-Peak
74d2c097-48ad-4788-96a2,6:57:23,Online,Contactless,None,Standard,Off-Peak
097488bf-8401-4a51-b855,4:01:10,Online,Contactless,None,Standard,Off-Peak
e2f363f5-bb06-4f0f-a6ee,6:35:04,Online,Contactless,None,Standard,Off-Peak
c94fae59-a05d-4e30-b65f,19:10:05,Online,Contactless,None,Standard,Off-Peak
d208c45a-f9db-42ce-aaef,0:25:30,Online,Contactless,None,Standard,Off-Peak
8eee62c7-5030-450d-8cc6,18:56:59,Online,Contactless,None,Standard,Off-Peak
4d204a50-d98d-411d-9ff3,0:19:38,Online,Contactless,None,Standard,Off-Peak
9217a743-bdb4-4cbe-8040,0:20:13,Online,Contactless,None,Standard,Off-Peak
9de6ad69-91c8-4243-8284,1:09:23,Online,Contactless,None,Standard,Off-Peak
918def18-3eff-46c3-928c,4:11:48,Online,Contactless,None,Standard,Off-Peak
350dc3f1-283a-4fd7-9299,11:23:07,Online,Contactless,None,Standard,Off-Peak
17fa8c85-be4f-4bdb-8a7f,18:49:00,Online,Contactless,None,Standard,Off-Peak
d52504bb-3b50-44ef-937a,0:21:43,Online,Contactless,None,Standard,Off-Peak
28058579-e7b5-4f1b-803a,12:25:58,Online,Contactless,None,Standard,Off-Peak
66e42ff5-debc-4616-9f87,17:42:34,Online,Contactless,None,Standard,Off-Peak
229d2a04-d51b-40c4-9846,18:45:37,Online,Contactless,None,Standard,Off-Peak
714cfa7a-a280-4c23-87a8,0:05:17,Online,Contactless,None,Standard,Off-Peak
30d53ee0-8cca-46f5-9a6a,6:54:27,Online,Contactless,None,Standard,Off-Peak
f713896a-f9ae-4469-bb6a,11:19:32,Online,Contactless,None,Standard,Off-Peak
41786183-89f4-4eef-90ab,12:16:28,Online,Contactless,None,Standard,Off-Peak
f1d828a4-49cf-4454-84f5,12:28:38,Online,Contactless,None,Standard,Off-Peak
2e92ef59-72e8-4ed5-b334,20:38:38,Online,Contactless,None,Standard,Off-Peak
e9815e07-0c29-4f73-8514,0:16:52,Online,Contactless,None,Standard,Off-Peak
d1d6b5bb-cebc-45a8-b5b5,0:25:05,Online,Contactless,None,Standard,Off-Peak
ff29f0e2-d3ee-4af1-a166,1:13:07,Online,Contactless,None,Standard,Off-Peak
3ea33e86-34c4-4562-b34c,2:19:59,Online,Contactless,None,Standard,Off-Peak
01262da9-7e6e-4975-b78f,9:38:40,Online,Contactless,None,Standard,Off-Peak
ea7108cf-382b-4794-aa8c,1:16:20,Online,Contactless,None,Standard,Off-Peak
b63a3586-29cc-43ea-905d,1:11:57,Online,Contactless,None,Standard,Off-Peak
6813fc61-5ad1-4c64-b7c1,7:36:53,Online,Contactless,None,Standard,Off-Peak
3495b8f6-e3ff-4daf-a8f3,3:24:32,Online,Contactless,None,Standard,Off-Peak
fb892014-7591-49aa-bcde,1:55:57,Online,Contactless,None,Standard,Off-Peak
aafba250-fb58-4466-b441,3:21:28,Online,Contactless,None,Standard,Off-Peak
f1351919-c615-4e78-83fa,9:29:48,Online,Contactless,None,Standard,Off-Peak
118ea395-c8dc-47f5-be7b,13:11:05,Online,Contactless,None,Standard,Off-Peak
64d09d89-3313-4e4d-8b8b,2:46:09,Online,Contactless,None,Standard,Off-Peak
8ae3473b-b472-4eab-a323,2:47:48,Online,Contactless,None,Standard,Off-Peak
8e7b841c-9130-41cd-818d,14:40:17,Online,Contactless,None,Standard,Off-Peak
176f53b5-6176-4baa-9f93,5:47:47,Online,Contactless,None,Standard,Off-Peak
2bfd614f-982e-4c19-8a00,5:59:34,Online,Contactless,None,Standard,Off-Peak
56d87e43-f50d-4791-94a1,11:34:25,Online,Contactless,None,Standard,Off-Peak
fc8ea17f-b6cb-474b-8d47,11:35:09,Online,Contactless,None,Standard,Off-Peak
ae1f4517-3f56-4d88-9eee,3:32:34,Online,Contactless,None,Standard,Off-Peak
ea5d257d-a289-42ae-bd46,9:59:34,Online,Contactless,None,Standard,Off-Peak
3b402981-fafa-4ad3-8dc6,1:08:20,Online,Contactless,None,Standard,Off-Peak
ea6d0d7b-f555-401f-900b,11:34:57,Online,Contactless,None,Standard,Off-Peak
6f1058c7-928a-40b7-a0dc,2:39:42,Online,Contactless,None,Standard,Off-Peak
7ebc87a1-794f-4f9a-820e,8:12:00,Online,Contactless,None,Standard,Off-Peak
c0c124cd-2f45-4dc2-a13b,2:30:57,Online,Contactless,None,Standard,Off-Peak
a7caef8b-7a9e-4a64-b00d,11:38:30,Online,Contactless,None,Standard,Off-Peak
3fe12f6a-2009-4705-879c,13:08:51,Online,Contactless,None,Standard,Off-Peak
6c17fcc6-9344-4321-96dc,15:16:24,Online,Contactless,None,Standard,Off-Peak
a3b132db-c3fa-4069-8ba9,1:28:22,Online,Contactless,None,Standard,Off-Peak
2ade3439-dc32-40cc-ac0d,4:44:35,Online,Contactless,None,Standard,Off-Peak
fca889b9-61cb-49ac-9e69,5:08:45,Online,Contactless,None,Standard,Off-Peak
c3cf22ba-0541-47e9-9780,5:24:32,Online,Contactless,None,Standard,Off-Peak
e51657a0-dbd6-442e-b9ce,14:21:48,Online,Contactless,None,Standard,Off-Peak
3ee5072f-211e-468d-8fb9,16:09:10,Online,Contactless,None,Standard,Off-Peak
4ec6d47a-9abf-449d-99f5,17:16:45,Online,Contactless,None,Standard,Off-Peak
0e177bfc-6b53-40e9-afe4,17:23:32,Online,Contactless,None,Standard,Off-Peak
de07d24a-f904-4af0-b561,17:28:01,Online,Contactless,None,Standard,Off-Peak
1bb677f9-85c2-4248-aaa8,1:49:27,Online,Contactless,None,Standard,Off-Peak
08f20e03-09b5-4f27-aaaa,7:39:51,Online,Contactless,None,Standard,Off-Peak
aad2c489-f8a3-49b0-83ee,13:07:10,Online,Contactless,None,Standard,Off-Peak
026b2ffc-dcf8-418a-aba8,14:25:15,Online,Contactless,None,Standard,Off-Peak
c862302b-8ea2-4278-a7a4,1:26:40,Online,Contactless,None,Standard,Off-Peak
1af921e4-3f11-49d9-a18c,2:44:20,Online,Contactless,None,Standard,Off-Peak
a7595294-92bd-4ca8-b114,9:57:10,Online,Contactless,None,Standard,Off-Peak
542ee31a-1db8-4098-a35a,2:46:18,Online,Contactless,None,Standard,Off-Peak
696e1b2d-f913-4644-8ac4,2:47:48,Online,Contactless,None,Standard,Off-Peak
dea6698d-6545-454d-93b6,2:49:44,Online,Contactless,None,Standard,Off-Peak
fd948e7a-bb1a-4a85-b37e,4:33:22,Online,Contactless,None,Standard,Off-Peak
55044d2b-593f-45d0-b7e4,7:40:37,Online,Contactless,None,Standard,Off-Peak
8dd102d7-82b2-4856-b342,11:38:39,Online,Contactless,None,Standard,Off-Peak
d325f5d0-ab77-473f-b5f5,2:49:48,Online,Contactless,None,Standard,Off-Peak
00331a0c-c32d-4747-adf5,9:27:02,Online,Contactless,None,Standard,Off-Peak
fcfe5700-25bd-4adf-84ea,16:31:21,Online,Contactless,None,Standard,Off-Peak
2b8947a9-e0dc-4717-8433,7:33:43,Online,Contactless,None,Standard,Off-Peak
1880eefb-2b52-4e65-ba0f,2:45:56,Online,Contactless,None,Standard,Off-Peak
363d4d32-23c3-4965-894c,2:39:36,Online,Contactless,None,Standard,Off-Peak
faa51576-f8a0-4a0e-bdee,3:31:42,Online,Contactless,None,Standard,Off-Peak
d6a52969-f043-4b77-aa30,4:33:57,Online,Contactless,None,Standard,Off-Peak
5ee92686-38f5-4e2a-96cb,8:03:42,Online,Contactless,None,Standard,Off-Peak
60328a75-ec5e-4a86-aa82,1:12:27,Online,Contactless,None,Standard,Off-Peak
ea303fca-1e24-47cd-afdd,7:22:28,Online,Contactless,None,Standard,Off-Peak
b61f3683-28bf-450d-a6d0,9:26:32,Online,Contactless,None,Standard,Off-Peak
c86f7db5-6455-4405-a8de,15:29:43,Online,Contactless,None,Standard,Off-Peak
89e28380-29ab-4d61-b6b8,17:17:45,Online,Contactless,None,Standard,Off-Peak
9f14cb68-5b44-404c-9e46,17:23:44,Online,Contactless,None,Standard,Off-Peak
c6311209-9986-4fa4-8bbc,9:49:31,Online,Contactless,None,Standard,Off-Peak
ecb0637f-cbb8-4d58-aabf,9:58:50,Online,Contactless,None,Standard,Off-Peak
83f4ec8e-2549-4ffe-b15e,11:30:27,Online,Contactless,None,Standard,Off-Peak
5628fa63-b43a-4ba8-b8eb,2:59:54,Online,Contactless,None,Standard,Off-Peak
adb91929-b57a-44e9-860b,2:51:56,Online,Contactless,None,Standard,Off-Peak
836fa03d-e198-44e3-a123,7:30:20,Online,Contactless,None,Standard,Off-Peak
bd48525c-644a-426e-890a,9:29:56,Online,Contactless,None,Standard,Off-Peak
f726aeb2-8344-46ca-a626,1:06:59,Online,Contactless,None,Standard,Off-Peak
9671d4f2-e970-43c5-a08a,1:11:59,Online,Contactless,None,Standard,Off-Peak
de14599e-6c9c-44ba-ad96,13:10:50,Online,Contactless,None,Standard,Off-Peak
f26814af-1841-4544-b01e,11:39:40,Online,Contactless,None,Standard,Off-Peak
6f15e9d8-0338-4a35-bf35,11:40:46,Online,Contactless,None,Standard,Off-Peak
9002960a-d2d8-4f1d-83d4,16:00:16,Online,Contactless,None,Standard,Off-Peak
08689079-26c1-40d7-b06f,17:25:06,Online,Contactless,None,Standard,Off-Peak
11b9f017-20eb-4e5b-bff7,2:49:19,Online,Contactless,None,Standard,Off-Peak
728529d6-6447-437f-a32a,10:34:31,Online,Contactless,None,Standard,Off-Peak
0d2b0fe7-7ecd-4098-809c,0:11:51,Online,Contactless,None,Standard,Off-Peak
e3b49b99-890b-44e7-921a,1:10:40,Online,Contactless,None,Standard,Off-Peak
241adcff-c8c9-48a1-8270,17:18:37,Online,Contactless,None,Standard,Off-Peak
794a85c6-e7ef-44dc-9b93,17:25:24,Online,Contactless,None,Standard,Off-Peak
7de461e6-8144-4fe3-99ce,17:25:24,Online,Contactless,None,Standard,Off-Peak
5ad48a1b-6c91-4842-86a7,0:07:36,Online,Contactless,None,Standard,Off-Peak
6d197a87-c3d4-4bd0-9989,4:39:24,Online,Contactless,None,Standard,Off-Peak
e094d59c-46c4-45d6-950a,17:26:59,Online,Contactless,None,Standard,Off-Peak
46cf1d28-8608-4457-b77a,1:24:56,Online,Contactless,None,Standard,Off-Peak
6880f8e5-d312-4c84-9716,13:03:38,Online,Contactless,None,Standard,Off-Peak
83815d12-74e1-43bd-9412,2:38:34,Online,Contactless,None,Standard,Off-Peak
0e2ea5bc-1221-4a32-930f,4:38:53,Online,Contactless,None,Standard,Off-Peak
9bc077d2-3403-4163-9c3f,4:39:00,Online,Contactless,None,Standard,Off-Peak
7e501d43-5131-44cc-bdee,16:35:22,Online,Contactless,None,Standard,Off-Peak
63c72439-becc-4353-9478,4:36:09,Online,Contactless,None,Standard,Off-Peak
520567de-faa1-4eb0-a67b,11:44:34,Online,Contactless,None,Standard,Off-Peak
f3e36c10-bcd0-4f26-8b3c,0:09:02,Online,Contactless,None,Standard,Off-Peak
a44e56c3-34be-4d65-8509,2:46:04,Online,Contactless,None,Standard,Off-Peak
4ca2e60e-8731-4a1b-8b61,2:56:09,Online,Contactless,None,Standard,Off-Peak
090416e2-e0cb-42ed-99f2,9:47:54,Online,Contactless,None,Standard,Off-Peak
d5db498b-4bfe-46f7-bf54,14:35:53,Online,Contactless,None,Standard,Off-Peak
a8d34b61-1793-46bd-b2d6,15:39:32,Online,Contactless,None,Standard,Off-Peak
a40698ac-e1cc-4c0d-8d24,16:33:59,Online,Contactless,None,Standard,Off-Peak
69261c06-8f40-46d5-8f51,1:07:41,Online,Contactless,None,Standard,Off-Peak
485894ae-007c-41d9-a833,1:15:18,Online,Contactless,None,Standard,Off-Peak
8baa683d-c8ee-4c9c-b1bf,11:31:38,Online,Contactless,None,Standard,Off-Peak
c52e59f8-5bf5-4ebf-a3a5,15:59:12,Online,Contactless,None,Standard,Off-Peak
f98a5d1d-e972-467b-b176,17:21:38,Online,Contactless,None,Standard,Off-Peak
ee78982f-4628-4a74-bfa3,8:01:47,Online,Contactless,None,Standard,Off-Peak
d887fb6c-f97e-4586-9e56,8:09:40,Online,Contactless,None,Standard,Off-Peak
a8c96f9b-0490-4b2a-907c,7:40:07,Online,Contactless,None,Standard,Off-Peak
0a8f0385-8d80-47c3-850a,1:14:33,Online,Contactless,None,Standard,Off-Peak
fc76edef-7de1-4426-9733,9:24:02,Online,Contactless,None,Standard,Off-Peak
eb9cd7ec-de63-4468-8017,16:02:18,Online,Contactless,None,Standard,Off-Peak
4ac01c80-4422-492f-8340,1:09:43,Online,Contactless,None,Standard,Off-Peak
61b48950-a9dc-4ae7-b646,2:58:50,Online,Contactless,None,Standard,Off-Peak
e6244db9-f06c-4e92-a8d8,5:05:23,Online,Contactless,None,Standard,Off-Peak
4db60691-7a33-4baa-8b46,15:29:25,Online,Contactless,None,Standard,Off-Peak
f10c6be7-2204-4fba-8e00,15:37:03,Online,Contactless,None,Standard,Off-Peak
af18707a-c654-4f73-ad14,17:17:17,Online,Contactless,None,Standard,Off-Peak
3bd2e9cd-e0f4-4a9c-ad90,17:24:08,Online,Contactless,None,Standard,Off-Peak
f38d5efa-1f37-4751-9cc0,14:24:39,Online,Contactless,None,Standard,Off-Peak
01fffea9-ddf5-43db-aeed,14:23:38,Online,Contactless,None,Standard,Off-Peak
fdea173d-fe71-4e9d-95f9,2:56:23,Online,Contactless,None,Standard,Off-Peak
4b2d3202-130c-4d79-87ec,9:59:34,Online,Contactless,None,Standard,Off-Peak
77e6c52b-3139-4413-a5bd,8:05:05,Online,Contactless,None,Standard,Off-Peak
eba1861a-de79-4e21-a7f1,2:53:05,Online,Contactless,None,Standard,Off-Peak
418a4ea8-4749-4439-a686,5:46:53,Online,Contactless,None,Standard,Off-Peak
639c04b8-763c-4eae-a39f,5:55:15,Online,Contactless,None,Standard,Off-Peak
1384fb99-b90f-4c65-bc60,17:15:47,Online,Contactless,None,Standard,Off-Peak
ba494fb9-5946-4fb3-930b,1:25:37,Online,Contactless,None,Standard,Off-Peak
83795464-7e45-4dbb-8c29,9:52:30,Online,Contactless,None,Standard,Off-Peak
6bf881ef-d4fc-456a-a30b,17:29:59,Online,Contactless,None,Standard,Off-Peak
5d4768ed-e40b-4af8-9fad,1:55:28,Online,Contactless,None,Standard,Off-Peak
3152c701-09fc-4b7b-90a1,3:23:44,Online,Contactless,None,Standard,Off-Peak
ab07b588-fa33-4182-b7f5,0:00:34,Online,Contactless,None,Standard,Off-Peak
e6d28159-c39a-414f-9b0c,3:43:42,Online,Contactless,None,Standard,Off-Peak
57fcb71c-92bc-4d18-9a25,1:48:10,Online,Contactless,None,Standard,Off-Peak
6b5d83a7-0d9d-4e98-a72b,4:38:40,Online,Contactless,None,Standard,Off-Peak
9343e81a-4431-446d-98dc,14:33:04,Online,Contactless,None,Standard,Off-Peak
a647f9a7-6457-411a-a613,17:15:53,Online,Contactless,None,Standard,Off-Peak
63a3f2b1-3a7a-4ea6-962f,17:24:21,Online,Contactless,None,Standard,Off-Peak
2567842b-01c2-48bc-a8c7,17:24:37,Online,Contactless,None,Standard,Off-Peak
2ab665c6-bb5a-45eb-bc23,4:36:36,Online,Contactless,None,Standard,Off-Peak
083b26b1-283a-427e-8901,7:37:42,Online,Contactless,None,Standard,Off-Peak
22dccd20-8b6e-4e08-84cd,17:18:58,Online,Contactless,None,Standard,Off-Peak
565b5aca-2f51-4b15-b08c,1:07:03,Online,Contactless,None,Standard,Off-Peak
39e232bd-ca19-490f-ae48,9:29:33,Online,Contactless,None,Standard,Off-Peak
763b9132-bb6d-4af5-a64d,11:36:10,Online,Contactless,None,Standard,Off-Peak
cedf1be1-dab4-46c7-856a,1:08:00,Online,Contactless,None,Standard,Off-Peak
34bb03ee-3f6c-4690-ac6d,1:19:31,Online,Contactless,None,Standard,Off-Peak
fcc8d2aa-66e4-4a3a-8b51,7:16:37,Online,Contactless,None,Standard,Off-Peak
cc6092ec-0b08-41b5-a2f1,17:29:04,Online,Contactless,None,Standard,Off-Peak
c2ac3efb-5a8d-4a54-ae1f,2:59:14,Online,Contactless,None,Standard,Off-Peak
f59051fa-b74f-4cb0-a6d2,3:35:26,Online,Contactless,None,Standard,Off-Peak
093c8228-6962-4843-9808,4:39:02,Online,Contactless,None,Standard,Off-Peak
ce2db2da-53c4-4c85-8e1d,5:12:20,Online,Contactless,None,Standard,Off-Peak
7803d783-a986-4895-941d,7:24:55,Online,Contactless,None,Standard,Off-Peak
189c92e8-da00-41ba-bb09,13:08:54,Online,Contactless,None,Standard,Off-Peak
52d818b0-f7a5-423d-88cb,17:24:27,Online,Contactless,None,Standard,Off-Peak
f16ae7ee-cc54-408a-a1bd,17:26:21,Online,Contactless,None,Standard,Off-Peak
dd7484e7-d25b-48fd-960c,2:43:02,Online,Contactless,None,Standard,Off-Peak
4d80d10d-1a3e-4aae-b44c,8:06:22,Online,Contactless,None,Standard,Off-Peak
